match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date
7th match (N),Kings XI Punjab,Delhi Daredevils,SS Iyer,c †Saha b Sandeep Sharma,3.0,5.0,9.0,0.0,0.0,60.0,normal player,caught,Sandeep Sharma,†Saha,1,2016-04-15
7th match (N),Kings XI Punjab,Delhi Daredevils,SV Samson,b Patel,33.0,32.0,51.0,3.0,1.0,103.12,normal player,bowled,Patel,no fielder,0,2016-04-15
7th match (N),Kings XI Punjab,Delhi Daredevils,P Negi,not out,8.0,2.0,3.0,0.0,1.0,400.0,normal player,not out,no bowler,no fielder,0,2016-04-15
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,c SA Yadav b UT Yadav,13.0,12.0,21.0,2.0,0.0,108.33,captain,caught,UT Yadav,SA Yadav,1,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,c †Uthappa b Morkel,6.0,7.0,16.0,1.0,0.0,85.71,normal player,caught,Morkel,†Uthappa,1,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,MC Henriques,lbw b UT Yadav,6.0,9.0,16.0,1.0,0.0,66.66,normal player,lbw,UT Yadav,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,EJG Morgan,c Shakib Al Hasan b UT Yadav,51.0,43.0,66.0,3.0,2.0,118.6,normal player,caught,UT Yadav,Shakib Al Hasan,1,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,DJ Hooda,c UT Yadav b Russell,6.0,11.0,15.0,0.0,0.0,54.54,normal player,caught,Russell,UT Yadav,1,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,NV Ojha,c Chawla b Morkel,37.0,28.0,31.0,2.0,2.0,132.14,wicket keeper,caught,Morkel,Chawla,1,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,A Ashish Reddy,run out (Shakib Al Hasan/†Uthappa),13.0,8.0,13.0,0.0,1.0,162.5,normal player,run out,no bowler,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,KV Sharma,not out,2.0,2.0,8.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,B Kumar,not out,0.0,1.0,1.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,RV Uthappa,lbw b Ashish Reddy,38.0,34.0,61.0,3.0,1.0,111.76,wicket keeper,lbw,Ashish Reddy,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,G Gambhir,not out,90.0,60.0,90.0,13.0,1.0,150.0,captain,not out,no bowler,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,AD Russell,b Mustafizur Rahman,2.0,5.0,4.0,0.0,0.0,40.0,normal player,bowled,Mustafizur Rahman,no fielder,0,2016-04-16
8th match (D/N),Sunrisers Hyderabad,Kolkata Knight Riders,MK Pandey,not out,11.0,11.0,23.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,RG Sharma,c Jakati b Kulkarni,7.0,9.0,6.0,1.0,0.0,77.77,captain,caught,Kulkarni,Jakati,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,PA Patel,c Faulkner b Tambe,34.0,29.0,61.0,2.0,2.0,117.24,wicket keeper,caught,Tambe,Faulkner,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,HH Pandya,c Jakati b Kulkarni,2.0,6.0,8.0,0.0,0.0,33.33,normal player,caught,Kulkarni,Jakati,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,JC Buttler,st †Karthik b Jakati,16.0,21.0,23.0,3.0,0.0,76.19,normal player,stumped,Jakati,†Karthik,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,KA Pollard,c Bravo b Tambe,1.0,3.0,10.0,0.0,0.0,33.33,normal player,caught,Tambe,Bravo,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,AT Rayudu,b Faulkner,20.0,19.0,30.0,0.0,1.0,105.26,normal player,bowled,Faulkner,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,Harbhajan Singh,c †Karthik b Bravo,8.0,13.0,11.0,1.0,0.0,61.53,normal player,caught,Bravo,†Karthik,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,KH Pandya,not out,20.0,11.0,25.0,3.0,0.0,181.81,normal player,not out,no bowler,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,TG Southee,run out (†Karthik/Bravo),25.0,11.0,15.0,1.0,2.0,227.27,normal player,run out,no bowler,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,MJ McClenaghan,not out,0.0,0.0,1.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,AJ Finch,not out,67.0,54.0,105.0,7.0,1.0,124.07,normal player,not out,no bowler,no fielder,0,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,BB McCullum,c HH Pandya b Bumrah,6.0,4.0,7.0,0.0,1.0,150.0,normal player,caught,Bumrah,HH Pandya,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,SK Raina,c †Patel b McClenaghan,27.0,22.0,32.0,3.0,1.0,122.72,captain,caught,McClenaghan,†Patel,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,KD Karthik,c Harbhajan Singh b KH Pandya,9.0,11.0,12.0,1.0,0.0,81.81,wicket keeper,caught,KH Pandya,Harbhajan Singh,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,DJ Bravo,c †Patel b Bumrah,2.0,6.0,4.0,0.0,0.0,33.33,normal player,caught,Bumrah,†Patel,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,AD Nath,c HH Pandya b McClenaghan,12.0,11.0,14.0,1.0,0.0,109.09,normal player,caught,McClenaghan,HH Pandya,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,JP Faulkner,c †Patel b McClenaghan,7.0,8.0,17.0,1.0,0.0,87.5,normal player,caught,McClenaghan,†Patel,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,P Kumar,c †Patel b McClenaghan,0.0,2.0,1.0,0.0,0.0,0.0,normal player,caught,McClenaghan,†Patel,1,2016-04-16
9th match (N),Mumbai Indians,Gujarat Lions,DS Kulkarni,not out,6.0,3.0,11.0,1.0,0.0,200.0,normal player,not out,no bowler,no fielder,0,2016-04-16
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,AM Rahane,b Sandeep Sharma,9.0,11.0,9.0,2.0,0.0,81.81,normal player,bowled,Sandeep Sharma,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,F du Plessis,c & b Sharma,67.0,53.0,95.0,8.0,0.0,126.41,normal player,caught,Sharma,Sharma,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,KP Pietersen,c Vohra b Abbott,15.0,15.0,27.0,2.0,0.0,100.0,normal player,caught,Abbott,Vohra,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,NLTC Perera,c Sharma b Sandeep Sharma,8.0,9.0,12.0,1.0,0.0,88.88,normal player,caught,Sandeep Sharma,Sharma,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,SPD Smith,c Miller b Sharma,38.0,26.0,34.0,5.0,0.0,146.15,normal player,caught,Sharma,Miller,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,MS Dhoni,c Maxwell b Sharma,1.0,2.0,11.0,0.0,0.0,50.0,captain & wicket keeper,caught,Sharma,Maxwell,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,IK Pathan,run out (Maxwell/†Saha),2.0,2.0,5.0,0.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,R Ashwin,not out,1.0,2.0,3.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,M Vijay,c †Dhoni b M Ashwin,53.0,49.0,63.0,5.0,2.0,108.16,normal player,caught,M Ashwin,†Dhoni,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,M Vohra,lbw b Ankit Sharma,51.0,33.0,50.0,7.0,0.0,154.54,normal player,lbw,Ankit Sharma,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,SE Marsh,b M Ashwin,4.0,6.0,7.0,0.0,0.0,66.66,normal player,bowled,M Ashwin,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,DA Miller,c Pietersen b M Ashwin,7.0,6.0,13.0,0.0,0.0,116.66,captain,caught,M Ashwin,Pietersen,1,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,GJ Maxwell,not out,32.0,14.0,20.0,3.0,2.0,228.57,normal player,not out,no bowler,no fielder,0,2016-04-17
10th match (D/N),Rising Pune Supergiants,Kings XI Punjab,WP Saha,not out,4.0,4.0,11.0,0.0,0.0,100.0,wicket keeper,not out,no bowler,no fielder,0,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,c Duminy b Khan,0.0,3.0,2.0,0.0,0.0,0.0,normal player,caught,Khan,Duminy,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,V Kohli,c Iyer b Mohammed Shami,79.0,48.0,88.0,7.0,3.0,164.58,captain,caught,Mohammed Shami,Iyer,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,AB de Villiers,c Mohammed Shami b Brathwaite,55.0,33.0,47.0,9.0,1.0,166.66,normal player,caught,Brathwaite,Mohammed Shami,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,SR Watson,c Morris b Mohammed Shami,33.0,19.0,25.0,2.0,3.0,173.68,normal player,caught,Mohammed Shami,Morris,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,SN Khan,run out (Mohammed Shami),1.0,2.0,2.0,0.0,0.0,50.0,normal player,run out,no bowler,no fielder,0,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,KM Jadhav,not out,9.0,11.0,19.0,1.0,0.0,81.81,wicket keeper,not out,no bowler,no fielder,0,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,D Wiese,not out,5.0,4.0,10.0,0.0,0.0,125.0,normal player,not out,no bowler,no fielder,0,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,Q de Kock,c †Jadhav b Watson,108.0,51.0,94.0,15.0,3.0,211.76,wicket keeper,caught,Watson,†Jadhav,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,SS Iyer,c Wiese b Aravind,0.0,4.0,5.0,0.0,0.0,0.0,normal player,caught,Aravind,Wiese,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,SV Samson,c Chahal b Watson,9.0,14.0,22.0,0.0,0.0,64.28,normal player,caught,Watson,Chahal,1,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,KK Nair,not out,54.0,42.0,71.0,6.0,1.0,128.57,normal player,not out,no bowler,no fielder,0,2016-04-17
11th match (N),Royal Challengers Bangalore,Delhi Daredevils,JP Duminy,not out,7.0,5.0,5.0,1.0,0.0,140.0,normal player,not out,no bowler,no fielder,0,2016-04-17
12th match (N),Mumbai Indians,Sunrisers Hyderabad,MJ Guptill,c †Ojha b Kumar,2.0,4.0,3.0,0.0,0.0,50.0,normal player,caught,Kumar,†Ojha,1,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,PA Patel,b Sran,10.0,12.0,19.0,2.0,0.0,83.33,wicket keeper,bowled,Sran,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,AT Rayudu,c Henriques b Sran,54.0,49.0,77.0,3.0,2.0,110.2,normal player,caught,Sran,Henriques,1,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,RG Sharma,run out (Henriques/†Ojha),5.0,8.0,13.0,0.0,0.0,62.5,captain,run out,no bowler,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,JC Buttler,c †Ojha b Sran,11.0,11.0,14.0,1.0,0.0,100.0,normal player,caught,Sran,†Ojha,1,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,KH Pandya,not out,49.0,28.0,47.0,3.0,3.0,175.0,normal player,not out,no bowler,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,HH Pandya,b Mustafizur Rahman,2.0,5.0,7.0,0.0,0.0,40.0,normal player,bowled,Mustafizur Rahman,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,Harbhajan Singh,not out,1.0,3.0,6.0,0.0,0.0,33.33,normal player,not out,no bowler,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,DA Warner,not out,90.0,59.0,84.0,7.0,4.0,152.54,captain,not out,no bowler,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,S Dhawan,b Southee,2.0,4.0,4.0,0.0,0.0,50.0,normal player,bowled,Southee,no fielder,0,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,MC Henriques,c †Patel b Southee,20.0,22.0,41.0,1.0,1.0,90.9,normal player,caught,Southee,†Patel,1,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,EJG Morgan,c HH Pandya b Southee,11.0,12.0,18.0,1.0,0.0,91.66,normal player,caught,Southee,HH Pandya,1,2016-04-18
12th match (N),Mumbai Indians,Sunrisers Hyderabad,DJ Hooda,not out,17.0,9.0,18.0,2.0,0.0,188.88,normal player,not out,no bowler,no fielder,0,2016-04-18
13th match (N),Kings XI Punjab,Kolkata Knight Riders,M Vijay,b Chawla,26.0,22.0,33.0,4.0,0.0,118.18,normal player,bowled,Chawla,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,M Vohra,c Shakib Al Hasan b Morkel,8.0,12.0,16.0,0.0,0.0,66.66,normal player,caught,Morkel,Shakib Al Hasan,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,SE Marsh,not out,56.0,41.0,74.0,5.0,1.0,136.58,normal player,not out,no bowler,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,WP Saha,c †Uthappa b Narine,8.0,14.0,12.0,0.0,0.0,57.14,wicket keeper,caught,Narine,†Uthappa,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,DA Miller,c †Uthappa b Pathan,6.0,6.0,6.0,1.0,0.0,100.0,captain,caught,Pathan,†Uthappa,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,GJ Maxwell,c Chawla b Narine,4.0,7.0,9.0,0.0,0.0,57.14,normal player,caught,Narine,Chawla,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,AR Patel,c SA Yadav b UT Yadav,9.0,8.0,11.0,0.0,0.0,112.5,normal player,caught,UT Yadav,SA Yadav,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,MM Sharma,c †Uthappa b Morkel,1.0,3.0,4.0,0.0,0.0,33.33,normal player,caught,Morkel,†Uthappa,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,P Sahu,run out (Russell/†Uthappa),1.0,1.0,2.0,0.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,KJ Abbott,not out,12.0,6.0,7.0,0.0,1.0,200.0,normal player,not out,no bowler,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,RV Uthappa,lbw b Sahu,53.0,28.0,40.0,9.0,0.0,189.28,wicket keeper,lbw,Sahu,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,G Gambhir,c Maxwell b Sahu,34.0,34.0,50.0,3.0,0.0,100.0,captain,caught,Sahu,Maxwell,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,MK Pandey,b Patel,12.0,11.0,21.0,1.0,0.0,109.09,normal player,bowled,Patel,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,Shakib Al Hasan,c Sandeep Sharma b Patel,11.0,15.0,23.0,1.0,0.0,73.33,normal player,caught,Patel,Sandeep Sharma,1,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,SA Yadav,not out,11.0,9.0,21.0,2.0,0.0,122.22,normal player,not out,no bowler,no fielder,0,2016-04-19
13th match (N),Kings XI Punjab,Kolkata Knight Riders,YK Pathan,not out,12.0,6.0,8.0,2.0,0.0,200.0,normal player,not out,no bowler,no fielder,0,2016-04-19
14th match (N),Royal Challengers Bangalore,Mumbai Indians,V Kohli,c Southee b KH Pandya,33.0,30.0,50.0,3.0,0.0,110.0,captain,caught,KH Pandya,Southee,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,KL Rahul,c Harbhajan Singh b McClenaghan,23.0,14.0,18.0,2.0,2.0,164.28,wicket keeper,caught,McClenaghan,Harbhajan Singh,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,st †Patel b KH Pandya,29.0,21.0,35.0,3.0,1.0,138.09,normal player,stumped,KH Pandya,†Patel,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,SR Watson,c †Patel b Bumrah,5.0,10.0,14.0,0.0,0.0,50.0,normal player,caught,Bumrah,†Patel,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,TM Head,run out (Harbhajan Singh/†Patel),37.0,24.0,41.0,2.0,2.0,154.16,normal player,run out,no bowler,no fielder,0,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,SN Khan,c KH Pandya b Bumrah,28.0,18.0,32.0,2.0,2.0,155.55,normal player,caught,Bumrah,KH Pandya,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,STR Binny,c HH Pandya b Bumrah,1.0,2.0,3.0,0.0,0.0,50.0,normal player,caught,Bumrah,HH Pandya,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,HV Patel,not out,0.0,0.0,3.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,KW Richardson,not out,1.0,1.0,1.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,RG Sharma,c de Villiers b Iqbal Abdulla,62.0,44.0,66.0,4.0,3.0,140.9,captain,caught,Iqbal Abdulla,de Villiers,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,PA Patel,c de Villiers b Richardson,5.0,6.0,4.0,1.0,0.0,83.33,wicket keeper,caught,Richardson,de Villiers,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,AT Rayudu,c Richardson b Iqbal Abdulla,31.0,23.0,48.0,5.0,0.0,134.78,normal player,caught,Iqbal Abdulla,Richardson,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,JC Buttler,c Watson b Iqbal Abdulla,28.0,14.0,26.0,2.0,2.0,200.0,normal player,caught,Iqbal Abdulla,Watson,1,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,KA Pollard,not out,39.0,19.0,27.0,4.0,3.0,205.26,normal player,not out,no bowler,no fielder,0,2016-04-20
14th match (N),Royal Challengers Bangalore,Mumbai Indians,HH Pandya,not out,2.0,3.0,13.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2016-04-20
15th match (N),Gujarat Lions,Sunrisers Hyderabad,AJ Finch,b Kumar,0.0,4.0,3.0,0.0,0.0,0.0,normal player,bowled,Kumar,no fielder,0,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,BB McCullum,c Hooda b Bipul Sharma,18.0,17.0,34.0,1.0,1.0,105.88,normal player,caught,Bipul Sharma,Hooda,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,SK Raina,c Henriques b Kumar,75.0,51.0,86.0,9.0,0.0,147.05,captain,caught,Kumar,Henriques,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,KD Karthik,c Kumar b Hooda,8.0,9.0,11.0,1.0,0.0,88.88,wicket keeper,caught,Hooda,Kumar,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,DJ Bravo,c Kumar b Sran,8.0,12.0,11.0,0.0,0.0,66.66,normal player,caught,Sran,Kumar,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,RA Jadeja,b Mustafizur Rahman,14.0,14.0,18.0,0.0,0.0,100.0,normal player,bowled,Mustafizur Rahman,no fielder,0,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,AD Nath,c Bipul Sharma b Kumar,5.0,10.0,13.0,0.0,0.0,50.0,normal player,caught,Kumar,Bipul Sharma,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,DW Steyn,c Morgan b Kumar,1.0,2.0,2.0,0.0,0.0,50.0,normal player,caught,Kumar,Morgan,1,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,P Kumar,not out,1.0,1.0,2.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,DA Warner,not out,74.0,48.0,61.0,9.0,0.0,154.16,captain,not out,no bowler,no fielder,0,2016-04-21
15th match (N),Gujarat Lions,Sunrisers Hyderabad,S Dhawan,not out,53.0,41.0,61.0,5.0,0.0,129.26,normal player,not out,no bowler,no fielder,0,2016-04-21
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,V Kohli,c Rahane b Perera,80.0,63.0,85.0,7.0,2.0,126.98,captain,caught,Perera,Rahane,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,KL Rahul,c Sharma b Perera,7.0,10.0,15.0,1.0,0.0,70.0,wicket keeper,caught,Perera,Sharma,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,AB de Villiers,c Ankit Sharma b Perera,83.0,46.0,68.0,6.0,4.0,180.43,normal player,caught,Perera,Ankit Sharma,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,SR Watson,not out,1.0,1.0,3.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,SN Khan,not out,2.0,1.0,1.0,0.0,0.0,200.0,normal player,not out,no bowler,no fielder,0,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,AM Rahane,st †Rahul b Shamsi,60.0,46.0,76.0,8.0,0.0,130.43,normal player,stumped,Shamsi,†Rahul,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,F du Plessis,c Patel b Richardson,2.0,3.0,7.0,0.0,0.0,66.66,normal player,caught,Richardson,Patel,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,KP Pietersen,retired hurt,0.0,1.0,2.0,0.0,0.0,0.0,normal player,retired,no bowler,no fielder,0,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,SPD Smith,run out (Kohli),4.0,3.0,3.0,1.0,0.0,133.33,normal player,run out,no bowler,no fielder,0,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,MS Dhoni,c de Villiers b Patel,41.0,38.0,70.0,3.0,0.0,107.89,captain & wicket keeper,caught,Patel,de Villiers,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,NLTC Perera,c Mandeep Singh b Watson,34.0,13.0,23.0,3.0,3.0,261.53,normal player,caught,Watson,Mandeep Singh,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,R Bhatia,c Watson b Richardson,21.0,11.0,20.0,1.0,1.0,190.9,normal player,caught,Richardson,Watson,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,R Ashwin,c Patel b Watson,0.0,1.0,2.0,0.0,0.0,0.0,normal player,caught,Watson,Patel,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,Ankit Sharma,not out,3.0,3.0,7.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,M Ashwin,c de Villiers b Richardson,0.0,1.0,1.0,0.0,0.0,0.0,normal player,caught,Richardson,de Villiers,1,2016-04-22
16th match (N),Royal Challengers Bangalore,Rising Pune Supergiants,I Sharma,not out,0.0,0.0,2.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2016-04-22
17th match (D/N),Delhi Daredevils,Mumbai Indians,Q de Kock,c HH Pandya b McClenaghan,9.0,7.0,9.0,2.0,0.0,128.57,wicket keeper,caught,McClenaghan,HH Pandya,1,2016-04-23
17th match (D/N),Delhi Daredevils,Mumbai Indians,SS Iyer,c Rayudu b HH Pandya,19.0,20.0,34.0,1.0,1.0,95.0,normal player,caught,HH Pandya,Rayudu,1,2016-04-23
17th match (D/N),Delhi Daredevils,Mumbai Indians,SV Samson,c Southee b McClenaghan,60.0,48.0,69.0,4.0,2.0,125.0,normal player,caught,McClenaghan,Southee,1,2016-04-23
